book_id;ISBN;title;pages;cover;book_genre;thumbnail;publisher;published_year;description;state
5323;9,78E+12;Nathan the Wise, Minna von Barnhelm, and Other Plays and Writings: Gotthold Ephraim Lessing;370;s;Literary Criticism;http://books.google.com/books/content?id=AsmnSZaZfsYC&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_J;1991;Lessing was a playwright, scholar, poet, archeologist, philosopher, and critic. His genius is evident in the works collected in this volume, which includes the comedy Minna von Barnhelm, the tragedy Emilia, Galotti, Nathan the Wise, The Jews (and related correspondence), Ernst and Falk: Conversations for the Freemasons, and selections from philosophical and theological writings;1
5324;9,78E+12;The Art of Listening;204;h;Philosophy;http://books.google.com/books/content?id=Gi1-PwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_A;1998;Although Erich Fromm intended to publish his work as a practicing psychotherapist, these plans were never realized in his lifetime. This volume fulfills his wish. Not intended as a textbook about psychoanalytic therapy, these reflections provide welcome new information about Fromm the therapist and the way he dealt with the psychological suffering of his patients. As Fromm envisioned, each chapter is structured to capture the informality and intimacy of his psychoanalytic work so that readers get a new and different sense of Fromm's humanism, honesty and insight. These talks and seminars, given by Fromm between 1964 and his death in 1980, deal with the issues between analyst and analysand that go to the heart of the psychoanalytic process. For Fromm, the analyst is his or her own next patient, as the patient becomes his or her analyst.;1
5325;9,78E+12;Guerilla Film Makers Movie Blueprint;608;h;Social Science;http://books.google.com/books/content?id=YshOYecAD0oC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;Publisher_I;2003;Central to The Guerilla Film Makers Movie Blueprint are flow charts: crystal-clear diagrams detailing every single thing, no matter how small, that needs to be done to make your film. This visual approach to the filmmaking process ensures that new (and established!) filmmakers get an instant overview of each and every discipline. Backing up the diagrams are copious notes - humorous in tone, yet broad and deep in content. Wherever possible, the text is broken apart into box outs, hot tips and sub-diagrams. This book is entertaining, irreverent, and never less than painfully practical. The Guerilla Film Makers Movie Blueprint will have its own dedicated website where readers can download the tools, forms, software, and artwork detailed in the book. Jones's latest endeavor is packed with over a decade's worth of experience, know-how, and insider tips. A must-read for every budding filmmaker.;1
5326;9,78E+12;Don DeLillo's White Noise;96;h;Literary Criticism;http://books.google.com/books/content?id=jTSzxgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_D;2003;"A critical examination of ""White Noise"" by Don Delillo, this title forms part of a series that aims to provide accessible and informative introductions to some of the most popular, most acclaimed and most influential novels of recent years. A team of contemporary fiction scholars from both sides of the Atlantic has been assembled to give a thorough and readable analysis of each of the novels in question.The books in the series all follow the same five-part structure: a short biography of the novelist, a full-length study of the novel, drawing out the most important themes and ideas, a summary of how the novel was received when it was first published, a summary of the novel's standing today, including any film or television adaptations, and a helpful list of discussion questions, suggestions for further reading, and useful websites.";1
5327;9,78E+12;Gabriel Garcia Marquez's Love in the Time of Cholera;188;h;Literary Criticism;http://books.google.com/books/content?id=ayjUAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;Publisher_I;2003;A brilliant idea--short, perceptive books which tell you what you need to know about some of the most vibrant and challenging writing around today--a bit like having a reading group in your pocket. IAN RANKIN;1
5328;9,78E+12;David Foster Wallace's Infinite Jest;96;s;Literary Criticism;http://books.google.com/books/content?id=xJ6U1VK3SRcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;Publisher_H;2003;This is part of a new series of guides to contemporary novels. The aim of the series is to give readers accessible and informative introductions to some of the most popular, most acclaimed and most influential novels of recent years - from ‘The Remains of the Day' to ‘White Teeth'. A team of contemporary fiction scholars from both sides of the Atlantic has been assembled to provide a thorough and readable analysis of each of the novels in question.;1
5329;9,78E+12;Anita Diamant's The Red Tent;88;h;Literary Criticism;http://books.google.com/books/content?id=pSGfoDNjvzEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;Publisher_I;2004;Continuum Contemporaries give readers accessible and informative introductions to some of the most popular, most acclaimed, and most influential novels of recent years. A team of contemporary fiction scholars from both sides of the Atlantic has been assembled to provide a through and readable analysis of each of the novels in question. The books in the series all follow the same structure: a biography of the novelist, including other works, influences, and, in some cases, an interview, a full-length study of the novel, drawing out the most important themes and ideas, a summary of how the novel was received upon publication, a summary of how the novel has performed since publication, including film or television adaptations, literary prizes, and so forth, a wide range of suggestions for further reading, including web sites and discussion forums, and a list of questions for reading groups to discuss.;1
5330;9,78E+12;Beyond the Chains of Illusion;152;s;Philosophy;http://books.google.com/books/content?id=fS7UAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;Publisher_E;2006;First published in 1962 and long unavailable, BEYOND THE CHAINS OF ILLUSION is, only at first glance, a book about Marx and Freud--those two intellectual giants of the 20th century. Fromm here shows himself an outstanding interpreter of Marx. In all, Fromm's re-creation of the Freudian and Marxist way of thinking is, essentially, a look at the individual and society. BEYOND THE CHAINS OF ILLUSION will introduce many of today's readers to unknown aspects of Marx and Freud, as it also serves as a unique introduction to the life and mind of Erich Fromm as well. A new foreword by Fromm Literary Executor Rainer Funk puts this book into historic context and high relief.;1
5331;9,78E+12;JK Rowling's Harry Potter Novels;96;s;Literary Criticism;http://books.google.com/books/content?id=qQYfoV62d30C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;Publisher_B;2001;Explores the themes found in the novels, provides information about reviews of the novels, and includes information about the life of J.K. Rowling.;1
5332;9,78E+12;Arundhati Roy's The God of Small Things;96;s;Literary Criticism;http://books.google.com/books/content?id=XMuhv1IPgooC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;Publisher_F;2002;This is part of a new series of guides to contemporary novels. The aim of the series is to give readers accessible and informative introductions to some of the most popular, most acclaimed and most influential novels of recent years - from ‘The Remains of the Day' to ‘White Teeth'. A team of contemporary fiction scholars from both sides of the Atlantic has been assembled to provide a thorough and readable analysis of each of the novels in question.;2
5333;9,78E+12;History of Philosophy Volume 1;544;s;Philosophy;http://books.google.com/books/content?id=Y08L-MC36JUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;Publisher_H;2003;No Marketing Blurb;1
5334;9,78E+12;Culture of Fear Revisited;236;s;Social Science;http://books.google.com/books/content?id=j_Gri3lTXEUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;Publisher_I;2006;representing a more constructive side of humanity.;1
5335;9,78E+12;Cervantes in Algiers;368;h;Health & Fitness;http://books.google.com/books/content?id=h97ivaPeOx8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;Publisher_I;2005;Returning to Spain after fighting in the Battle of Lepanto and other Mediterranean campaigns against the Turks, the soldier Miguel de Cervantes was captured by Barbary pirates and taken captive to Algiers. The five years he spent in the Algerian bagnios or prison-houses (1575-1580) made an indelible impression on his works. From the first plays and narratives written after his release to his posthumous novel, the story of Cervantes's traumatic experience continuously speaks through his writings. Cervantes in Algiers offers a comprehensive view of his life as a slave and, particularly, of the lingering effects this traumatic experience had on his literary production. No work has documented in such vivid and illuminating detail the socio-political world of sixteenth-century Algiers, Cervantes's life in the prison-house, his four escape attempts, and the conditions of his final ransom. Garces's portrait of a sophisticated multi-ethnic culture in Algiers, moreover, is likely to open up new;1
5336;9,78E+12;Helena;264;h;Fiction;http://books.google.com/books/content?id=H927wAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_H;2005;“In Helena, the play of words and the fireworks, the exquisite descriptions of landscapes, and even the finished portraits of the heroine, her husband, and her son, are always subordinate to the author's broad vision of the mixed anguish and hope with which the world of Constantine's time was filled.” —New York Herald Tribune “[Helena] may be read on two levels of appreciation: As bright entertainment, or as deceptively profound commentary. On both levels it's a superlatively well done book.” —Chicago Tribune Evelyn Waugh, author of the internationally acclaimed bestseller Brideshead Revisited and one of the greatest writers of the twentieth century, considered Helena to be perhaps his finest novel. Based on the life of St. Helena, mother of the Emperor Constantine and finder of the true cross, this spiritual adventure brings to life the political intrigues of ancient Rome and the early years of Christianity.;1
5337;9,78E+12;Too Busy Not to Pray;191;h;Religion;http://books.google.com/books/content?id=xYJ1bl1c3gwC&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_I;1998;Most of us have trouble finding time to pray. And then the crises hit! Time for prayer seems impossible to find. The ideas in this practical book can help us to learn to slow down to be with God as well. Also included is a helpful guide for personal and group prayer.;1
5338;9,78E+12;The Nature of the Atonement;208;h;Religion;http://books.google.com/books/content?id=ctikDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_E;2006;James K. Beilby and Paul R. Eddy edit a collection of essays on four views of atonement: the healing view, the Christus victor view, the kaleidoscopic view and the penal substitutionary view. This is a book that will help Christians understand the issues, grasp the differences and proceed toward a clearer articulation of their understanding of the atonement.;3
5339;9,78E+12;Original Sin;158;s;Religion;http://books.google.com/books/content?id=4Kf5hy8g9ckC&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_F;2000;In this New Studies in Biblical Theology volume, Henri Blocher offers a philosophically sophisticated treatment of the biblical evidence for original sin, interacting with the best theological thinking on the subject and showing that while the nature of original sin is a mystery only belief in it makes sense of evil and wrongdoing.;1
5340;9,78E+12;The Cross from a Distance;213;h;Religion;http://books.google.com/books/content?id=cfIjrV1A6xwC&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_A;2004;In this New Studies in Biblical Theology exploration of Mark's Gospel, Peter G. Bolt looks at why the cross is so prominent in the narrative, asks what contribution Mark's teaching can make to our understanding of the atonement and shows how this teaching can inform, correct and enrich our own preaching of the gospel in the contemporary world.;1
5341;9,78E+12;Courageous Faith Through the Year;327;s;Religion;http://books.google.com/books/content?id=T-lM23fB5m8C&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_A;2004;Focusing on the key aspects of Christian life--prayer, character, and wisdom--this one-year devotional shows believers how to know God more deeply and discover how he works in them.;1
5342;9,78E+12;Beyond the Postmodern Mind;295;s;Philosophy;http://books.google.com/books/content?id=lKnLBQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_E;2003;This new edition of critically acclaimed essays explores possible breakthroughs in the direction of reaching a liberated and enlightened consciousness. With a new preface and new final chapter. An invaluable collection of essays by the foremost religious writer in America today.;2
5343;9,78E+12;Mandala;176;s;Body, Mind & Spirit;http://books.google.com/books/content?id=ez4BScCzwBgC&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_I;2006;Mandala will guide readers of all levels through simple mandala exercises and easy-to-follow drawing techniques, incorporating meditation and guided visualization with lavish illustrations. By exploring the tradition of the sacred circle, readers will learn how to create their own unique and powerful works of sacred art and use the mandala symbol as a self-transformative tool that manifests and enhances their own spiritual consciousness. The new edition also includes a CD with meditations set to music and guided exercises.;1
5344;9,78E+12;The Calvin and Hobbes Tenth Anniversary Book;208;s;Humor;http://books.google.com/books/content?id=xtiMQXCLdJEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;Publisher_C;1995;"The creator of ""Calvin and Hobbes"" discusses the art of cartooning, explains how he creates his popular comic strip, and presents his favorite moments from the series' ten years";1
5345;9,78E+12;The Days Are Just Packed;176;s;Humor;http://books.google.com/books/content?id=_7jI4ZPuztUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;Publisher_E;1993;The irrepressible Calvin, aided by his mischievous tiger sidekick, Hobbes, sets out to save the world with his alter egos, Spaceman Spiff and Stupendous Man, while coping with Miss Wormwood, Santa, Susie, and the monsters under his bed. Simultaneous.;1
5346;9,78E+12;Homicidal Psycho Jungle Cat;176;s;Humor;http://books.google.com/books/content?id=-aOTQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_F;1994;"Reprising the wide-open landscape format of, The Days Are Just Packed, Homicidal Psycho Jungle Cat chronicles another segment of the multifarious adventures of this wild child and his faithful, but skeptical, friend. If the best cartoons compel readers to identify themselves within the funny frames, then all who enjoy Calvin and Hobbes are creative, imaginative, and ... bad, bad, bad! Calvin, the irascible little boy with the stuffed tiger who comes to life are a pair bound for trouble. Boring school lessons become occasions for death-defying alien air battles, speeding snow sled descents elicit philosophical discussions on the meaning of life, and Hobbe's natural inclination to pounce on his little friend wreaks havoc on Calvin's sense of security. Calvin's the kid we all wish we'd been. Sassy, imaginative, far more verbal than his parents can manage, Calvin is the quintessential bad boy -- and the boy we love to see. He terrorizes little Susie, offers ""Candid Opinions"" from a neighbo";1
5347;9,78E+12;The Essential Calvin And Hobbes;256;h;Comics & Graphic Novels;http://books.google.com/books/content?id=JuDInK3YtyMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;Publisher_B;1988;The Essential Calvin and Hobbes is an over-size anthology-type book including an original 16-page story and color Sunday cartoons.;1
5348;9,78E+12;The Calvin and Hobbes Lazy Sunday Book;128;h;Humor;http://books.google.com/books/content?id=swD1CiZj3BkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;Publisher_H;1989;The magical friendship shared by Calvin and his stuffed tiger Hobbes endeared them to millions of fans. In The Calvin and Hobbes Lazy Sunday Book their friendship endures in a full-color collection of Sunday cartoons and original art done for the book, all fit for a lazy Sunday afternoon. Whether visiting other planets as Spaceman Spiff, transmogrifying into a dangerous dinosaur, or just hanging around with Hobbes, Calvin's adventures are a showcase for the masterful art of Bill Watterson. The enlarged format of full-color Sunday illustrations provides more room for all the action and imagination inherent in each Calvin and Hobbes cartoon. Readers will delight in pages enlivened with the bright color images of this precocious pair embroiled in all kinds of predicaments. Watterson engaged readers of all ages with the seemingly endless imagination of Calvin, tempered by the more thoughtful Hobbes. The Calvin and Hobbes Lazy Sunday Book provides many lazy Sunday afternoons of smiles and l;3
5349;9,78E+12;It's a Magical World;176;s;Humor;http://books.google.com/books/content?id=y1NVNqOB5OIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;Publisher_B;1996;The final collection of comic strips from the popular syndicated series follows the adventures of Calvin and his stuffed tiger, Hobbes;1
5350;9,78E+12;Mary Engelbreit's Home Companion;128;s;Crafts & Hobbies;http://books.google.com/books/content?id=VzIGAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_C;1994;A guide to decorating with style covers kitchens, windows, walls, children's rooms, and workspaces;1
5351;9,78E+12;Stephen King;304;h;Fiction;http://books.google.com/books/content?id=Uc7F0YWEcrAC&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_J;1998;A companion guide to the life and work of the horror writer, Steven King.;1
5352;9,78E+12;Stephen King from A to Z;251;s;Fiction;http://books.google.com/books/content?id=2BcECkYB7uoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;Publisher_E;1998;Contains hundreds of alphabetically arranged entries that provide information about various aspects of the life and work of popular novelist Stephen King.;1
5353;9,78E+12;Foundations of Clinical Research;742;s;Medical;http://books.google.com/books/content?id=zzhrAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_D;2000;This book serves as a comprehensive reference for a variety of research situations. This edition reflects the popular approaches to analysis and design, and addresses the focus of health-care related research through the 1990s and into the 21st century. Expanded or added topics include outcomes research and the disablement model, validity and diagnostic screening, meta-analysis, scales used in survey and outcomes research, logistic regression, measures of reliability, and data management to prepare for computer analysis. For those in the health professions, including physical therapy, occupational therapy, speech therapy, nursing, and exercise physiology.;1
5354;9,78E+12;Chosen by God;208;h;Religion;http://books.google.com/books/content?id=PUvgxgm3ZaYC&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_E;1994;The author presents an analysis of the subject of predestination and the sovereignty of God and offers scriptural references to support his opinion.;1
5355;9,78E+12;Four Mothers at Chautauqua;265;s;Fiction;http://books.google.com/books/content?id=DkbhZB3J7sIC&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_J;1997;Isabella Alden, Grace Livingston Hill's aunt and mentor, tells a story of wayward children whose mothers pray that a summer at Chatauqua will help them discover the love of God in they same way they did long before.;1
5356;9,78E+12;Desecration;432;s;Fiction;http://books.google.com/books/content?id=j-9j_26aJOYC&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_B;2002;The Tribulation Force gathers its courage as the newly-resurrected Carpathia demonstrates a fondness for gruesome killings against those who remain disloyal to him and commits the ultimate act of desecration against the Judeo-Christian community.;1
5357;9,78E+12;Armageddon;395;h;Fiction;http://books.google.com/books/content?id=snxYKQRZ688C&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_D;2003;All armies of the world, including the Tribulation Force, head for the Middle East to engage in one massive battle, as the world becomes even more dangerous to live in with death, mistrust, and treachery all around.;1
5358;9,78E+12;Left behind;342;s;Fiction;http://books.google.com/books/content?id=xsfMpULeNOgC&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_D;1998;"The first book in the author's successful ""last days"" series follows a 747 pilot as he tries to recover from the effects of ""The Rapture."" Reprint.";1
5359;9,78E+12;Redemption;384;h;Fiction;http://books.google.com/books/content?id=EakLmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_A;2002;When Laura Baxter Jacobs finds out that her husband is involved in an adulterous relationship and wants a divorce, she decides she will love him and remain faithful to her marriage at all costs. This book shows how God can redeem seemingly hopeless relationships, while illustrating one of Gary Smalley's key messages: love is a decision.;1
5360;9,78E+12;Remember;432;h;Fiction;http://books.google.com/books/content?id=OCW3xQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_D;2003;Ashley Baxter keeps her family and God at a distance trying to prove she can survive on her own, until the tragedy of September 11 changes her life forever.;1
5361;9,78E+12;Sit, Walk, Stand;80;h;Religion;http://books.google.com/books/content?id=a2oGS75anKkC&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_A;1977;An inspiring look at Ephesians and the believer's asociation with Christ, the world, and Satan. Written by the saintly Chinese pastor, Watchman Nee.;1
5362;9,78E+12;Kingdom Come;356;s;Fiction;http://books.google.com/books/content?id=dTKgAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_I;2007;In the final chapter of the Left Behind saga, the horrors of the Tribulation are over and Jesus Christ has set up his perfect kingdom on earth, but as believers all around the world enjoy a newly perfected relationship with their Lord, evil still lurks in the hearts of the unbelieving. 500,000 first printing. $250,000 ad/promo.;1
5363;9,78E+12;The Rising;400;h;Fiction;http://books.google.com/books/content?id=cZAlP8bJVI0C&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_H;2005;The countdown to Rapture begins as Marilena Carpathia unknowingly gives birth to the Antichrist, and half a world away, God's plans begin to take form in young Ray Steele.;1
5364;9,78E+12;The Origin of the Bible;352;s;Religion;http://books.google.com/books/content?id=fIEPccxGaxgC&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_G;2003;Many books have been written about the Bible, but few explain its origins. This volume provides a fascinating overview of how the Bible was first inspired, canonized, read as sacred literature, copied in ancient Hebrew and Greek manuscripts, and eventually translated into the languages of the world. No other one-volume work can match this wealth of information about the historical development of the Bible.;1
5365;9,78E+12;Silenced;368;h;Fiction;http://books.google.com/books/content?id=gr3SLkOL4PcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;Publisher_F;2004;Double agent Paul Stepola continues to work to protect his fellow believers from the government that is trying to eliminate Christians, and struggles how to tell his family about his newfound faith without raising his father-in-law's suspicions.;1
5366;9,78E+12;Rejoice;344;h;Fiction;http://books.google.com/books/content?id=pcpUvgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_E;2004;In the fourth volume in the continuing saga of the Baxter family, Brooke Baxter, a woman who has accomplished everything in life--a successful career, beautiful home, and two wonderful children--finds her newfound faith and her shaky marriage challenged by overwhelming loss. Original.;2
5367;9,78E+12;Reunion;400;s;Fiction;http://books.google.com/books/content?id=FtZ6mAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_C;2004;A story of God's grace and redemption, his victory even in the most difficult times.;1
5368;9,78E+12;Forgiven;358;h;Fiction;http://books.google.com/books/content?id=pkvZ8GmuKCYC&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_B;2005;Famed Hollywood actor Dayne Matthews struggles to deal with the shocking discoveries he has made about his past and to find the strength to forgive.;1
5369;9,78E+12;Little Miss Birthday;32;s;Juvenile Fiction;http://books.google.com/books/content?id=FdcN0Drotd0C&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_G;2007;Although Little Miss Birthday has a perfect record for giving people the best birthday presents, she is stumped when she must find a gift for Mr. Wrong.;1
5370;9,78E+12;Mr. Jelly and the Pirates;32;s;Juvenile Fiction;http://books.google.com/books/content?id=bM_jAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_I;2007;When Mr. Jelly, who is scared of everything, is kidnapped by pirates, the pirates quickly learn about his fears.;1
5371;9,78E+12;Mountain Madness;170;s;Fiction;http://books.google.com/books/content?id=Dt4DAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_E;1998;Frontiersman Nate King risks his life to save two tenderfoot trappers from New York from a Piegan war party, only to find his life and his family's survival hanging in the balance when the two men repay his kindness with deadly betrayal. Original.;1
5372;9,78E+12;The Halloween Man;360;h;Fiction;http://books.google.com/books/content?id=oYs2iDmnTUoC&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_B;1998;The Halloween Man walks when the screaming begins, and only Stony Crawford holds the key to the power of the chilling mystery of Stonehaven, and to the power of the unspeakable creature trapped within a summer mansion.;1
5373;9,78E+12;Gold Rage;170;s;Fiction;http://books.google.com/books/content?id=JwQDAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_G;1999;When destitute trapper Ben Frazier is led to a bevy of gold by a sympathetic Arapaho warrior, he becomes a target for a group of greedy renegade trappers, and mountain man Zach King is the only one who can save him. Original.;1
5374;9,78E+12;The Nightmare Chronicles;360;s;Fiction;http://books.google.com/books/content?id=8eOSRnFGwuQC&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_D;1999;"These short stories from a master storyteller of horror ""can chill the spine so effectively that the reader should keep paramedics on standby, "" says author Dean Koontz. It all begins when a young boy is held captive in an old tenement, and from there 13 nightmares unfold.";1
5375;9,78E+12;Sweet Revenge;400;s;Fiction;http://books.google.com/books/content?id=vDK9pJQZ054C&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_C;2000;On the way to her wedding, Kyla is kidnapped and forced to marry Galen, leader of the MacDonald clan. But what begins as an act of revenge ends in true love.;1
5376;9,78E+12;Something Borrowed, Something Blue;394;h;Fiction;http://books.google.com/books/content?id=KsM-8iHo1bEC&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_A;2000;"Four spellbinding novellas by Barbieri, Constance O'Banyon, Evelyn Rogers, and Bobbi Smith bring to life the matrimonial mantra of ""Something old, something new"".";1
5377;9,78E+12;The House That Jack Built;385;s;Fiction;http://books.google.com/books/content?id=E6-3sHCMsiIC&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_B;2000;Craig Bellman is determined to live at Valhalla, a home in which every inhabitant has met with tragedy, and out of loyalty, his wife Effie agrees to move to the house, ignoring her intuitions, but as death returns to Valhalla, Craig becomes obsessed with the house. Original.;1
5378;9,78E+12;Mischief;359;s;Fiction;http://books.google.com/books/content?id=FiTnPAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_J;2000;Jim Hook confronts an ancient evil power when he arrives at a prestigious prep school built on the grounds of a once-prosperous, old estate in the Hudson Valley of New York. Original.;1
5379;9,78E+12;The Deed;313;h;Fiction;http://books.google.com/books/content?id=MVyzor_UGHYC&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_F;2004;A naïve new bride learns that there is more to a wedding night than just a sound sleep, and more to true love than she’s ever imagined.;1
5380;9,78E+12;Bliss;394;s;Fiction;http://books.google.com/books/content?id=iFoKAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_B;2001;Determined to stop their bickering, King Henry decides to force bitter enemies Lady Tiernay and Lord Holden into marriage, an unlikely union that has unexpected results and leads to newfound passion and love. Original.;1
5381;9,78E+12;The Reluctant Reformer;371;s;Fiction;http://books.google.com/books/content?id=FFYJAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_A;2002;When Lord James discovers that the notorious courtesan known as Lady X is Margaret Wentworth, his best friend's sister, he follows her to a house of ill repute and forcefully rescues her from her own folly, and as she tries to convince him that she was never Lady X, he sets out to reform the lucious hoyden, only to find himself falling in love with her. Original.;1
5382;9,78E+12;The Hour Before Dark;370;s;Fiction;http://books.google.com/books/content?id=H44iYRp13AEC&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_H;2003;The brutal slaughter of his father brings a young man back to the family home he thought he’d left forever, to confront an unspeakable evil from his past.;1
5383;9,78E+12;Nightmare House;340;s;Fiction;http://books.google.com/books/content?id=nhxHPAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_D;2004;After the tales of horror that took place in Harrow House in The Infinite and Mischief, this book takes a look back to tell the story of how the sinister house was built.;1
5384;9,78E+12;The Chase;374;s;Fiction;http://books.google.com/books/content?id=xHwJAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_A;2004;A handsome British knight travels to Scotland eager to fulfill a marriage contract, but finds the feisty temper of his stinning bride to be more than he bargained for.;1
5385;9,78E+12;The Abandoned;370;s;Fiction;http://books.google.com/books/content?id=gVs8AAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_B;2005;This original novel continues the popular haunted Harrow House series.;1
5386;9,78E+12;The Attraction;324;h;Fiction;http://books.google.com/books/content?id=n6PFAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_E;2006;The shriveled mummy in a desert roadside display looks harmless enough to the teenagers who have stopped to see it--until it comes to life. Original.;1
5387;9,78E+12;Blood Moon Over Bengal;337;s;Fiction;http://books.google.com/books/content?id=bIMdDLnNSxsC&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_F;2004;When headstrong Elizabeth Mainwaring flies to Bengal, India, to reunite with her estranged father, a British colonel, she finds one of his soldiers irresistible—and also a suspect in a series of brutal murders!;1
5388;9,78E+12;Love Is Blind;342;s;Fiction;http://books.google.com/books/content?id=7s_DAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_H;2006;Clumsy Clarissa Crambray has a problem--she can't see without her glasses. But when she stumbles onto a scarred yet honorable nobleman, it may be a match made in heaven. Original.;1
5389;9,78E+12;Blood Moon Over Britain;323;s;Fiction;http://books.google.com/books/content?id=EswzeFhvF9UC&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_C;2005;When Cicely Winterborne's best friend is murdered, she is caught up in a web of intrigue and espionage with only one man she CA trust: the dashing Inspector Fielding of Scotland Yard.;1
5390;9,78E+12;The Shakespeare Plays: Romeo & Juliet;242;h;Juvenile Nonfiction;http://books.google.com/books/content?id=UgIvCbMZvEIC&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_H;1994;Shakespeare's classic love story is accompanied by explanatory notes and background information;1
5391;9,78E+12;Child of God;197;s;Fiction;http://books.google.com/books/content?id=HYGXPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_F;1994;In this taut, chilling novel, Lester Ballard--a violent, dispossessed man falsely accused of rape--haunts the hill country of East Tennessee when he is released from jail. While telling his story, Cormac McCarthy depicts the most sordid aspects of life with dignity, humor, and characteristic lyrical brilliance.;1
5392;9,78E+12;The Buried Mirror;399;s;Fiction;;Publisher_G;1999;;1
